i,n_playout,kl,lr_multiplier,loss,entropy,explained_var_old,explained_var_new
5890,400,0.009031424,0.197530864,2.191297293,1.8435136,0.645167318,0.696584156
5891,400,0.02149576,0.197530864,2.273195505,1.8797231,0.584294556,0.68089301
5892,400,0.021258662,0.197530864,2.248870134,1.8105675,0.553338447,0.638292801
5893,400,0.026945729,0.197530864,2.22377491,1.816611,0.589630801,0.661287004
5894,400,0.023171328,0.197530864,2.215079308,1.7907045,0.58310778,0.653051065
5895,400,0.026370237,0.197530864,2.358696699,1.9304352,0.540294617,0.644851966
5896,400,0.02644585,0.197530864,2.256708145,1.7829329,0.568471566,0.650378486
5897,400,0.020660158,0.197530864,2.329653502,1.831514,0.505423014,0.612322352
5898,400,0.02997702,0.197530864,2.302422523,1.8396124,0.521627722,0.611730447
5899,400,0.026509412,0.197530864,2.295580864,1.8432857,0.534871444,0.634490241
5900,400,0.024364011,0.197530864,2.313624144,1.8364704,0.55174982,0.621853519
5901,400,0.025069602,0.197530864,2.216514587,1.766594,0.562243545,0.649082333
5902,400,0.030544832,0.197530864,2.303009987,1.894239,0.54223909,0.63248867
5903,400,0.027976636,0.197530864,2.208904505,1.8406488,0.589846968,0.670722702
5904,400,0.026649626,0.197530864,2.221767902,1.8411351,0.585787918,0.662558495
5905,400,0.023059983,0.197530864,2.249121904,1.7785273,0.547685973,0.615859971
5906,400,0.02275034,0.197530864,2.265295267,1.8075453,0.548582539,0.647937361
5907,400,0.015192406,0.197530864,2.293672323,1.841727,0.56436087,0.63298165
5908,400,0.018017579,0.197530864,2.276141882,1.8413746,0.592051155,0.656159248
5909,400,0.02546519,0.197530864,2.251881123,1.8035432,0.560508418,0.639936534
5910,400,0.021451592,0.197530864,2.250981092,1.7994957,0.565481355,0.621679422
5911,400,0.026498888,0.197530864,2.252277851,1.819022,0.553244767,0.6252951
5912,400,0.02274511,0.197530864,2.250360727,1.7939065,0.559424339,0.637822513
5913,400,0.026794314,0.197530864,2.250699759,1.7773309,0.57584767,0.629042309
5914,400,0.018380512,0.197530864,2.263426065,1.809666,0.564616835,0.622569375
5915,400,0.019803865,0.197530864,2.240554571,1.8183157,0.597728043,0.662521759
5916,400,0.025074862,0.197530864,2.266149998,1.8328454,0.534755368,0.61425265
5917,400,0.02068207,0.197530864,2.355715275,1.8385438,0.513370236,0.599411735
5918,400,0.030102108,0.197530864,2.299491405,1.8566983,0.558163213,0.622354647
5919,400,0.019164203,0.197530864,2.284611225,1.8105612,0.531717189,0.607747686
5920,400,0.021192145,0.197530864,2.221479893,1.804944,0.580692969,0.650494044
5921,400,0.020795872,0.197530864,2.230093479,1.7635739,0.55609228,0.643060699
5922,400,0.017465778,0.197530864,2.181254148,1.7677736,0.621242768,0.687921945
5923,400,0.02356603,0.197530864,2.35874033,1.8602457,0.503389255,0.577092049
5924,400,0.020037334,0.197530864,2.212307453,1.8085515,0.601358502,0.658633325
5925,400,0.024228472,0.197530864,2.238144159,1.8026392,0.568984809,0.632210887
5926,400,0.020088438,0.197530864,2.176077127,1.8135581,0.61527542,0.677932185
5927,400,0.021313142,0.197530864,2.204440594,1.7378267,0.560525564,0.623235536
5928,400,0.023376584,0.197530864,2.163377762,1.7400573,0.620745337,0.672714008
5929,400,0.022337519,0.197530864,2.263015509,1.7509227,0.532325635,0.594501226
5930,400,0.013132244,0.197530864,2.190929413,1.7831472,0.555728691,0.61889927
5931,400,0.023911374,0.197530864,2.228718042,1.7698817,0.562212422,0.637732288
5932,400,0.022896267,0.197530864,2.276578188,1.7709227,0.539616736,0.60933821
5933,400,0.019863205,0.197530864,2.151543856,1.7195114,0.591598512,0.644292859
5934,400,0.021213729,0.197530864,2.241178513,1.7585065,0.532280186,0.606489878
5935,400,0.020366294,0.197530864,2.279619932,1.7929564,0.54348519,0.607119615
5936,400,0.022991486,0.197530864,2.260925531,1.8035119,0.536140875,0.611375518
5937,400,0.026061192,0.197530864,2.30149436,1.7500249,0.482774775,0.562160226
5938,400,0.032345753,0.197530864,2.253651857,1.7756597,0.4895902,0.563886247
5939,400,0.024655627,0.197530864,2.268177986,1.7188016,0.509026796,0.581676634
5940,400,0.024211995,0.197530864,2.305867672,1.7860057,0.482175596,0.580861161
5941,400,0.021791246,0.197530864,2.186831474,1.7491663,0.556651284,0.632429126
5942,400,0.023358345,0.197530864,2.392868519,1.8072922,0.390005593,0.502940043
5943,400,0.02555168,0.197530864,2.283991098,1.7765505,0.439017949,0.529607852
5944,400,0.028031614,0.197530864,2.409140825,1.8318379,0.432144631,0.539652816
5945,400,0.022086918,0.197530864,2.345107794,1.8121293,0.393062696,0.518171835
5946,400,0.018533073,0.197530864,2.317601204,1.8287817,0.470293149,0.561181512
5947,400,0.02659317,0.197530864,2.322218418,1.819508,0.474864572,0.574277755
5948,400,0.023544917,0.197530864,2.355033398,1.7652938,0.458569018,0.560847185
5949,400,0.030354574,0.197530864,2.325938225,1.789397,0.488471852,0.568280371
5950,400,0.024778463,0.197530864,2.281644106,1.8114855,0.515264546,0.611720844
5951,400,0.019038387,0.197530864,2.215577126,1.7977211,0.523227667,0.604669531
5952,400,0.015913747,0.197530864,2.155920506,1.6956191,0.554117647,0.63577242
5953,400,0.017110467,0.197530864,2.241339684,1.757513,0.55693781,0.639440657
5954,400,0.017309036,0.197530864,2.239346266,1.7706475,0.566955923,0.643968456
5955,400,0.01956223,0.197530864,2.233458996,1.7904785,0.574904326,0.652023047
5956,400,0.01656751,0.197530864,2.242063046,1.7825979,0.561162044,0.642007134
5957,400,0.018143766,0.197530864,2.263200521,1.8066627,0.538064523,0.618132306
5958,400,0.020917524,0.197530864,2.24360466,1.8107141,0.558109581,0.645395848
5959,400,0.018308092,0.197530864,2.296160698,1.8071854,0.505109808,0.58240475
5960,400,0.020397488,0.197530864,2.283194542,1.7826295,0.542684927,0.629093917
5961,400,0.021717647,0.197530864,2.22153616,1.7372465,0.544485473,0.632367993
5962,400,0.027598623,0.197530864,2.220235586,1.7532192,0.55698807,0.65093541
5963,400,0.021042323,0.197530864,2.268247604,1.8373117,0.550953539,0.626500634
5964,400,0.023563232,0.197530864,2.230061293,1.8062147,0.547795285,0.635846118
5965,400,0.019987985,0.197530864,2.186057806,1.7568226,0.610446557,0.689993956
5966,400,0.021910958,0.197530864,2.192688227,1.748067,0.552743239,0.643817428
5967,400,0.01272445,0.197530864,2.220316648,1.7718801,0.546599555,0.629557118
5968,400,0.014870809,0.197530864,2.165091515,1.7540421,0.580968379,0.664406902
5969,400,0.018510569,0.197530864,2.145938396,1.7713048,0.605367084,0.673009136
5970,400,0.016339399,0.197530864,2.210197687,1.7435718,0.569466297,0.639410323
5971,400,0.017649995,0.197530864,2.290407419,1.7649636,0.531296437,0.60480718
5972,400,0.022709893,0.197530864,2.247879267,1.7463372,0.539121356,0.630965497
5973,400,0.021790434,0.197530864,2.274973392,1.7994301,0.566731018,0.646385997
5974,400,0.020458132,0.197530864,2.255891323,1.8350871,0.569385743,0.642023389
5975,400,0.01537452,0.197530864,2.182188749,1.7298937,0.551589038,0.638744695
5976,400,0.015262221,0.197530864,2.190502644,1.7340441,0.595536399,0.665958484
5977,400,0.018252451,0.197530864,2.141893387,1.7690274,0.629797709,0.697649009
5978,400,0.015653748,0.197530864,2.186600447,1.7826402,0.629181534,0.705958378
5979,400,0.019149471,0.197530864,2.226272106,1.7621901,0.572848051,0.638222425
5980,400,0.017435357,0.197530864,2.283246279,1.8406111,0.576636073,0.638399758
5981,400,0.015938763,0.197530864,2.159253597,1.7961763,0.613303018,0.685292682
5982,400,0.023058325,0.197530864,2.219436884,1.8035551,0.558039932,0.631074473
5983,400,0.022483617,0.197530864,2.153353691,1.7786381,0.62986224,0.695630715
5984,400,0.020282872,0.197530864,2.192395449,1.765486,0.607063318,0.669316161
5985,400,0.01931701,0.197530864,2.1565485,1.7344749,0.603461079,0.675988977
5986,400,0.02248998,0.197530864,2.277175426,1.8371005,0.550302582,0.63918961
5987,400,0.030283693,0.197530864,2.266824484,1.8065038,0.559756722,0.644152772
5988,400,0.02328958,0.197530864,2.24712944,1.8085909,0.602147289,0.683980645
5989,400,0.033244573,0.197530864,2.271169424,1.8420508,0.552114064,0.652264465
5990,400,0.021724649,0.197530864,2.29445076,1.8603776,0.555173801,0.62713876
5991,400,0.032844223,0.197530864,2.279696226,1.8591218,0.57408025,0.667039087
5992,400,0.022053069,0.197530864,2.297261477,1.875143,0.56005541,0.654361843
5993,400,0.027194595,0.197530864,2.226613283,1.8418362,0.618678222,0.696867689
5994,400,0.02520041,0.197530864,2.297222614,1.880588,0.59335434,0.675841612
5995,400,0.028804116,0.197530864,2.305225134,1.9030977,0.547031844,0.64143619
5996,400,0.03097231,0.197530864,2.274530172,1.8472216,0.576827211,0.670157691
5997,400,0.029823123,0.197530864,2.282310247,1.893158,0.57390696,0.659664808
5998,400,0.021393817,0.197530864,2.284719706,1.9068904,0.611249923,0.692237757
5999,400,0.028539807,0.197530864,2.337204933,1.875889,0.523946401,0.631946269
6000,400,0.03146574,0.197530864,2.257073402,1.8517722,0.587296534,0.68000103
6001,400,0.0240231,0.197530864,2.307768106,1.8744677,0.581974202,0.654549035
6002,400,0.030630164,0.197530864,2.225206137,1.8680001,0.609371106,0.699964142
6003,400,0.022721067,0.197530864,2.228964567,1.8532256,0.640692249,0.700089536
6004,400,0.021502422,0.197530864,2.319702148,1.8697376,0.582927031,0.669709053
6005,400,0.025863273,0.197530864,2.262921333,1.8153726,0.596503522,0.679061058
6006,400,0.018810952,0.197530864,2.261298656,1.8571141,0.649839135,0.713152049
6007,400,0.026494075,0.197530864,2.257362127,1.8743789,0.568590405,0.674890667
6008,400,0.02275387,0.197530864,2.206141233,1.8502817,0.674400507,0.740342157
6009,400,0.026302733,0.197530864,2.24742198,1.8635598,0.63018873,0.717540602
6010,400,0.022022141,0.197530864,2.28763628,1.9069765,0.607896175,0.695497632
6011,400,0.023270186,0.197530864,2.299762249,1.8893209,0.583238791,0.673134113
6012,400,0.021925744,0.197530864,2.228193045,1.8736174,0.664934659,0.729399972
6013,400,0.028674137,0.197530864,2.27015996,1.9104733,0.642210216,0.716688136
6014,400,0.020268833,0.197530864,2.208788157,1.8291872,0.652589701,0.729273343
6015,400,0.026883487,0.197530864,2.297832251,1.8504882,0.578104995,0.663482339
6016,400,0.026776632,0.197530864,2.257897615,1.884069,0.634229364,0.719215022
6017,400,0.022832593,0.197530864,2.281605005,1.8741069,0.667342873,0.727049543
6018,400,0.026129896,0.197530864,2.198635578,1.8700839,0.664827493,0.734962312
6019,400,0.023008825,0.197530864,2.200314045,1.8691717,0.617852951,0.72185632
6020,400,0.022594305,0.197530864,2.188528061,1.8312373,0.620709223,0.694206847
6021,400,0.025077326,0.197530864,2.254855156,1.8978372,0.618022632,0.711429772
6022,400,0.035035122,0.197530864,2.242509604,1.838711,0.630752937,0.701970034
6023,400,0.019211533,0.197530864,2.266387463,1.9285431,0.633218432,0.691115518
6024,400,0.028252343,0.197530864,2.286809444,1.867702,0.611133339,0.67995269
6025,400,0.024967533,0.197530864,2.229716539,1.813763,0.641109091,0.718240493
6026,400,0.024847277,0.197530864,2.262372255,1.903749,0.649728803,0.723724785
6027,400,0.024931729,0.197530864,2.245322704,1.8657376,0.660467227,0.728514215
6028,400,0.024104327,0.197530864,2.172331333,1.8253343,0.68797108,0.749284249
6029,400,0.023498114,0.197530864,2.228825569,1.8403,0.613427292,0.694429909
6030,400,0.027930737,0.197530864,2.262888432,1.8820443,0.664170439,0.725223302
6031,400,0.016979733,0.197530864,2.297123194,1.9065716,0.652724944,0.725104523
6032,400,0.025285462,0.197530864,2.138190508,1.8210298,0.700555718,0.768029725
6033,400,0.0287523,0.197530864,2.200426579,1.8686814,0.699427028,0.764408292
6034,400,0.02752756,0.197530864,2.255242348,1.886572,0.649643634,0.718952179
6035,400,0.022716004,0.197530864,2.300843,1.9345536,0.630489171,0.716653302
6036,400,0.023489974,0.197530864,2.275692225,1.8849635,0.627443187,0.699800547
6037,400,0.019917708,0.197530864,2.219889164,1.8823415,0.677543763,0.745209748
6038,400,0.021615908,0.197530864,2.268265009,1.9260156,0.67713855,0.744437943
6039,400,0.026862927,0.197530864,2.250272751,1.8812602,0.666340687,0.737581551
6040,400,0.03168358,0.197530864,2.230973959,1.8478003,0.661307525,0.722130829
6041,400,0.023605913,0.197530864,2.26350522,1.8998566,0.63690632,0.708259358
6042,400,0.033200007,0.197530864,2.297745943,1.8852807,0.591965305,0.664774758
6043,400,0.02590404,0.197530864,2.227094173,1.8572649,0.631182511,0.700675744
6044,400,0.03499288,0.197530864,2.293234825,1.8591218,0.578946142,0.659005047
6045,400,0.027491478,0.197530864,2.373315573,1.8739933,0.544647296,0.600236713
6046,400,0.025394248,0.197530864,2.366389751,1.8803368,0.53246811,0.609390823
6047,400,0.029058507,0.197530864,2.34582901,1.8693559,0.573528938,0.636221426
6048,400,0.036859192,0.197530864,2.381393671,1.8746655,0.496496776,0.578557667
6049,400,0.026941672,0.197530864,2.447113752,1.9645367,0.453400742,0.551303486
6050,400,0.028856002,0.197530864,2.404140472,1.9050958,0.526305413,0.597308112
6051,400,0.022412559,0.197530864,2.356057167,1.9071715,0.506696963,0.60164742
6052,400,0.025294084,0.197530864,2.378234863,1.9343263,0.566605637,0.643368059
6053,400,0.027125211,0.197530864,2.376411438,1.9355234,0.538928158,0.628599711
6054,400,0.019781457,0.197530864,2.33152771,1.8471148,0.526717921,0.601926673
6055,400,0.027490228,0.197530864,2.443740129,1.9334145,0.488793632,0.571405415
6056,400,0.023520548,0.197530864,2.337792397,1.8666606,0.547351582,0.6522005
6057,400,0.016623743,0.197530864,2.4141922,1.8937397,0.495498828,0.584163677
6058,400,0.025145547,0.197530864,2.33829093,1.8782551,0.54178548,0.623044702
6059,400,0.019247595,0.197530864,2.321032763,1.8552382,0.509992833,0.624769604
6060,400,0.02294805,0.197530864,2.475571394,1.8928325,0.465832894,0.54171281
6061,400,0.016469575,0.197530864,2.41471839,1.8404303,0.449095778,0.541801429
6062,400,0.015898507,0.197530864,2.389772892,1.8548601,0.51198909,0.586872125
6063,400,0.015751649,0.197530864,2.282627106,1.8493375,0.544957238,0.627712839
6064,400,0.022043373,0.197530864,2.327576876,1.8759887,0.519062902,0.614412266
6065,400,0.016655253,0.197530864,2.307749987,1.8657762,0.547561698,0.623738273
6066,400,0.01908563,0.197530864,2.311388969,1.8554788,0.557783971,0.629853105
6067,400,0.02294328,0.197530864,2.393188238,1.8546004,0.494725405,0.566350009
6068,400,0.024374716,0.197530864,2.344860077,1.864052,0.545112982,0.631086088
6069,400,0.03045516,0.197530864,2.390798807,1.9506534,0.581102887,0.640877932
6070,400,0.025110234,0.197530864,2.377332926,1.9294049,0.547681255,0.624055863
6071,400,0.021694122,0.197530864,2.347724915,1.8884392,0.50778662,0.605655818
6072,400,0.020787988,0.197530864,2.420403957,1.9029455,0.509119001,0.588167548
6073,400,0.022104025,0.197530864,2.288496733,1.8531961,0.519280271,0.605520596
6074,400,0.01941641,0.197530864,2.312928915,1.8698038,0.538489747,0.64112133
6075,400,0.016929965,0.197530864,2.372934341,1.8700118,0.546789031,0.618755339
6076,400,0.021926172,0.197530864,2.228688955,1.8197864,0.601011683,0.674041524
6077,400,0.013006685,0.197530864,2.249183655,1.8646593,0.615005644,0.684219828
6078,400,0.015045095,0.197530864,2.32170701,1.8453152,0.553810473,0.633676163
6079,400,0.014308534,0.197530864,2.27731204,1.874727,0.570232874,0.641900929
6080,400,0.01786838,0.197530864,2.293761015,1.8404299,0.556023302,0.655101084
6081,400,0.020055024,0.197530864,2.302737713,1.8774157,0.567201536,0.675956152
6082,400,0.019381972,0.197530864,2.291647434,1.8677329,0.596703322,0.680543356
6083,400,0.021081856,0.197530864,2.309814453,1.8362045,0.567640698,0.633821365
6084,400,0.023002204,0.197530864,2.268447638,1.8533709,0.551485968,0.659775483
6085,400,0.030055841,0.197530864,2.303287745,1.8539513,0.559580027,0.661772455
6086,400,0.034649905,0.197530864,2.344397545,1.9048057,0.536495062,0.624130113
6087,400,0.024611056,0.197530864,2.338301897,1.8597128,0.527233445,0.626806869
6088,400,0.027232144,0.197530864,2.378649473,1.9101479,0.541964885,0.658093864
6089,400,0.023429926,0.197530864,2.405523539,1.9316422,0.509411699,0.599544468
6090,400,0.019172447,0.197530864,2.372894287,1.921014,0.521141084,0.633182109
6091,400,0.020172415,0.197530864,2.322459698,1.9019561,0.615046615,0.694388679
6092,400,0.031069692,0.197530864,2.345032454,1.9564016,0.56246841,0.65496123
6093,400,0.020532105,0.197530864,2.255420923,1.859942,0.623742404,0.694444545
6094,400,0.027400352,0.197530864,2.250413418,1.8841803,0.63500452,0.715236027
6095,400,0.024956051,0.197530864,2.265580893,1.9036579,0.618157993,0.700076925
6096,400,0.013530459,0.197530864,2.314254999,1.9024034,0.588558906,0.6874555
6097,400,0.01639261,0.197530864,2.259662151,1.882812,0.660667566,0.728736339
6098,400,0.015632953,0.197530864,2.32899642,1.9038694,0.611107677,0.690403968
6099,400,0.018432597,0.197530864,2.262467861,1.8891821,0.625895769,0.707908143
6100,400,0.022974057,0.197530864,2.255220413,1.8729005,0.625928464,0.689314002
6101,400,0.017685184,0.197530864,2.227846146,1.8208234,0.628202181,0.692062022
6102,400,0.025858516,0.197530864,2.288314104,1.8931129,0.623991509,0.695397144
6103,400,0.02021895,0.197530864,2.219902039,1.8183155,0.608122057,0.691203477
6104,400,0.021423005,0.197530864,2.309182644,1.9330547,0.62725822,0.688180867
6105,400,0.018579125,0.197530864,2.250659704,1.934709,0.633575714,0.710326747
6106,400,0.029064516,0.197530864,2.200904846,1.823725,0.603338179,0.689720615
6107,400,0.022603504,0.197530864,2.205868959,1.8597771,0.674316789,0.732564753
6108,400,0.021593552,0.197530864,2.290498972,1.9317687,0.632166468,0.699389722
6109,400,0.021851394,0.197530864,2.183353424,1.8284872,0.704647442,0.755616513
6110,400,0.020569459,0.197530864,2.237804651,1.8706112,0.678058461,0.740347687
6111,400,0.017643414,0.197530864,2.235018253,1.8649926,0.65778939,0.725151659
6112,400,0.018932723,0.197530864,2.260653973,1.8933222,0.65105756,0.69972916
6113,400,0.019755214,0.197530864,2.327604055,1.9183724,0.600995415,0.6636402
6114,400,0.020148551,0.197530864,2.340665102,1.889269,0.579057974,0.658302696
6115,400,0.021893974,0.197530864,2.258893967,1.8625463,0.616651492,0.685709671
6116,400,0.012207811,0.197530864,2.277076006,1.8910154,0.626749119,0.68963199
6117,400,0.021674588,0.197530864,2.352214336,1.9039531,0.564333264,0.635728311
6118,400,0.015520269,0.197530864,2.283779621,1.8625418,0.603914538,0.669475376
6119,400,0.021619683,0.197530864,2.33136344,1.8957839,0.553791454,0.628096581
6120,400,0.021232117,0.197530864,2.377735376,1.9120176,0.53349868,0.632729135
6121,400,0.019416727,0.197530864,2.283341646,1.8829622,0.584261546,0.658686799
6122,400,0.01764708,0.197530864,2.271491051,1.9113009,0.598751,0.683871421
6123,400,0.016255127,0.197530864,2.267628193,1.8888869,0.631778283,0.697417943
6124,400,0.017894076,0.197530864,2.37771821,1.8517975,0.494647553,0.595979806
6125,400,0.02081329,0.197530864,2.309345961,1.8555713,0.55100858,0.647769182
6126,400,0.014789306,0.197530864,2.250706196,1.8445431,0.615435084,0.671974139
6127,400,0.022213815,0.197530864,2.25434804,1.8672502,0.59945976,0.682292384
6128,400,0.017113686,0.197530864,2.262152433,1.8702779,0.601086939,0.678700648
6129,400,0.019994477,0.197530864,2.226061344,1.8314893,0.621087611,0.69598363
6130,400,0.020081488,0.197530864,2.252105713,1.9102806,0.613229377,0.68750709
6131,400,0.018247198,0.197530864,2.308802366,1.8585434,0.579432743,0.672515518
6132,400,0.019558154,0.197530864,2.226551771,1.8477504,0.609930684,0.683862516
6133,400,0.020299036,0.197530864,2.276171923,1.8252745,0.577752348,0.660643513
6134,400,0.019921472,0.197530864,2.251697302,1.8432992,0.607652161,0.668321325
6135,400,0.018484898,0.197530864,2.242562532,1.8253162,0.620348945,0.688693274
6136,400,0.01697309,0.197530864,2.223157406,1.8358717,0.593889905,0.672739885
6137,400,0.022413058,0.197530864,2.259972334,1.8150642,0.578169193,0.63262318
6138,400,0.021460675,0.197530864,2.227427721,1.7996439,0.598534439,0.669210907
6139,400,0.017116783,0.197530864,2.195623398,1.8577808,0.619014487,0.700501665
6140,400,0.026396662,0.197530864,2.241014719,1.7952769,0.616945674,0.655745237
6141,400,0.01702975,0.197530864,2.199667692,1.8102725,0.638106024,0.710467962
6142,400,0.02885985,0.197530864,2.204098463,1.7518493,0.58334922,0.657568127
6143,400,0.02104609,0.197530864,2.174173117,1.8238229,0.64298587,0.708838093
6144,400,0.03402088,0.197530864,2.218088388,1.7595837,0.596959124,0.651316226
6145,400,0.031828854,0.197530864,2.304907084,1.8541093,0.565834964,0.632672072
6146,400,0.019471154,0.197530864,2.25846529,1.8355513,0.574469586,0.661024364
6147,400,0.015662104,0.197530864,2.243561745,1.8534837,0.595261475,0.659524202
6148,400,0.018116154,0.197530864,2.213388205,1.7911673,0.540098414,0.638450234
6149,400,0.018707313,0.197530864,2.200782537,1.7935743,0.634379704,0.689558424
6150,400,0.018747257,0.197530864,2.194179058,1.7531018,0.591602793,0.658202908
6151,400,0.018480184,0.197530864,2.231318474,1.8141589,0.610076699,0.674396223
6152,400,0.014622984,0.197530864,2.207742214,1.8042402,0.604019479,0.664723582
6153,400,0.018536657,0.197530864,2.346566916,1.8271443,0.507287998,0.58515001
6154,400,0.019108597,0.197530864,2.272516966,1.8206284,0.577200079,0.639851523
6155,400,0.018398367,0.197530864,2.204232693,1.807485,0.637061811,0.704543505
6156,400,0.022306345,0.197530864,2.191254616,1.7958853,0.626356119,0.680479444
6157,400,0.017892264,0.197530864,2.217065811,1.8402697,0.617343315,0.685931308
6158,400,0.019291999,0.197530864,2.261892319,1.7585866,0.568009309,0.633803269
6159,400,0.02053173,0.197530864,2.205001354,1.7631823,0.592159359,0.65693571
6160,400,0.02621163,0.197530864,2.28653121,1.8792808,0.578427145,0.651725458
6161,400,0.022074426,0.197530864,2.275833368,1.8289621,0.569677973,0.632818624
6162,400,0.01877487,0.197530864,2.237900972,1.819602,0.623801614,0.685965047
6163,400,0.020225724,0.197530864,2.196686983,1.7722234,0.609628995,0.670981543
6164,400,0.018799752,0.197530864,2.234069109,1.8111179,0.587293034,0.643109673
6165,400,0.02137075,0.197530864,2.200632811,1.7626019,0.601596587,0.667934978
6166,400,0.019446727,0.197530864,2.22165823,1.7742386,0.580494875,0.635037573
6167,400,0.01531828,0.197530864,2.191599846,1.7625614,0.606005517,0.668266479
6168,400,0.018222753,0.197530864,2.307271242,1.8544719,0.580043707,0.637137925
6169,400,0.02135672,0.197530864,2.259531498,1.8427258,0.576018396,0.638866072
6170,400,0.019975802,0.197530864,2.262165308,1.740453,0.518637515,0.609528976
6171,400,0.021934107,0.197530864,2.264836311,1.8162649,0.539747413,0.631595933
6172,400,0.01944532,0.197530864,2.296869278,1.8081639,0.497527983,0.581207981
6173,400,0.020949773,0.197530864,2.257206678,1.8172071,0.543663802,0.622013372
6174,400,0.024020448,0.197530864,2.189686298,1.778044,0.554000133,0.634420531
6175,400,0.021959191,0.197530864,2.298470497,1.749274,0.481228153,0.572174254
6176,400,0.031643562,0.197530864,2.3115592,1.7874475,0.458503908,0.565874749
6177,400,0.034567647,0.197530864,2.348853588,1.7852273,0.452642789,0.550768881
6178,400,0.02257054,0.197530864,2.312658787,1.8226719,0.513479434,0.601449326
6179,400,0.022102758,0.197530864,2.336305618,1.8403206,0.463445111,0.579002297
6180,400,0.027722636,0.197530864,2.279679298,1.7496452,0.457307285,0.578300452
6181,400,0.019012654,0.197530864,2.342976332,1.8425074,0.517853584,0.606420144
6182,400,0.024709899,0.197530864,2.275738001,1.783699,0.502932319,0.594808191
6183,400,0.023181785,0.197530864,2.319359303,1.8447359,0.519559995,0.608482585
6184,400,0.021200858,0.197530864,2.218597889,1.7915406,0.587107296,0.664854331
6185,400,0.027520519,0.197530864,2.355994463,1.8664888,0.495310965,0.586645499
6186,400,0.020885978,0.197530864,2.210147858,1.7892951,0.572829312,0.660675901
6187,400,0.022852222,0.197530864,2.207026482,1.7861819,0.566366952,0.655860116
6188,400,0.016076367,0.197530864,2.211038589,1.7373867,0.539701423,0.636140435
6189,400,0.028048644,0.197530864,2.209325314,1.7661822,0.568071919,0.653800303
6190,400,0.017000258,0.197530864,2.212357283,1.7930934,0.555841085,0.646083417
6191,400,0.022712026,0.197530864,2.203480482,1.7713702,0.607980765,0.685416004
6192,400,0.018615603,0.197530864,2.157549381,1.7337253,0.570919703,0.65646426
6193,400,0.01926943,0.197530864,2.296949863,1.8403177,0.543048994,0.621754356
6194,400,0.017193295,0.197530864,2.215015173,1.7757987,0.544376331,0.658741747
6195,400,0.015695363,0.197530864,2.102810144,1.69061,0.620052918,0.688056869
6196,400,0.022332596,0.197530864,2.203605652,1.7626549,0.594528094,0.664675569
6197,400,0.013764998,0.197530864,2.269666672,1.8166491,0.545247509,0.646246827
6198,400,0.017177725,0.197530864,2.296238184,1.8667108,0.58170418,0.654576567
6199,400,0.016734596,0.197530864,2.224743128,1.8476264,0.592417342,0.674797673
6200,400,0.016759021,0.197530864,2.248221636,1.8364096,0.603325778,0.678272721
6201,400,0.018765245,0.197530864,2.149912119,1.7608421,0.594760128,0.672698237
6202,400,0.017985154,0.197530864,2.284750223,1.8100064,0.56901345,0.644626438
6203,400,0.020893427,0.197530864,2.186591148,1.8017341,0.644944482,0.720587483
6204,400,0.023316197,0.197530864,2.32115531,1.8488045,0.554892005,0.63702356
6205,400,0.018477727,0.197530864,2.173357725,1.7476693,0.588176161,0.667704871
6206,400,0.019071937,0.197530864,2.208312035,1.7640939,0.564097102,0.638951364
6207,400,0.022107735,0.197530864,2.209212303,1.713889,0.543310515,0.632861485
6208,400,0.021834085,0.197530864,2.213609457,1.7835269,0.565810569,0.634678468
6209,400,0.023243671,0.197530864,2.181045771,1.7564906,0.611405688,0.687030838
6210,400,0.029362142,0.197530864,2.256798744,1.843179,0.579222908,0.662531711
6211,400,0.029606286,0.197530864,2.230554104,1.7675838,0.556315695,0.63495559
6212,400,0.023092186,0.197530864,2.180531979,1.7856357,0.618749676,0.696075037
6213,400,0.016832218,0.197530864,2.255534172,1.8078593,0.570194983,0.647115944
6214,400,0.017642433,0.197530864,2.240330696,1.7945086,0.600837366,0.655283398
6215,400,0.014054792,0.197530864,2.288749933,1.8264513,0.526569348,0.60296035
6216,400,0.017841227,0.197530864,2.221818924,1.7556124,0.553709748,0.615698639
6217,400,0.01645736,0.197530864,2.236967802,1.7755848,0.558575106,0.636546032
6218,400,0.027086146,0.197530864,2.19948864,1.7584943,0.558067391,0.628104754
6219,400,0.018295359,0.197530864,2.172415733,1.7468199,0.56339631,0.640314766
6220,400,0.01769573,0.197530864,2.175820351,1.741062,0.562672664,0.652493155
6221,400,0.020376941,0.197530864,2.194488049,1.7801846,0.566447464,0.628302992
6222,400,0.025222193,0.197530864,2.229063511,1.7792789,0.564890282,0.635592958
6223,400,0.016566478,0.197530864,2.234771013,1.7761202,0.534379912,0.613826591
6224,400,0.018596157,0.197530864,2.166848898,1.791522,0.615070311,0.696886149
6225,400,0.014734841,0.197530864,2.109415293,1.6791801,0.586974316,0.639395386
6226,400,0.014098764,0.197530864,2.169894218,1.7543583,0.614664652,0.676243388
6227,400,0.0223515,0.197530864,2.215435743,1.7406237,0.554873275,0.627763939
6228,400,0.028936643,0.197530864,2.155019045,1.7212019,0.585065127,0.656201225
6229,400,0.025908,0.197530864,2.116874218,1.7501621,0.630258921,0.693297256
6230,400,0.023062013,0.197530864,2.061101675,1.6842612,0.633639412,0.693488601
