i,n_playout,kl,lr_multiplier,loss,entropy,explained_var_old,explained_var_new
78,400,0.03526222,0.296296296,4.027460098,3.4912457,0.404945432,0.492035171
79,400,0.033896808,0.296296296,4.005852222,3.468688,0.45359569,0.538028929
80,400,0.026721831,0.296296296,3.991591692,3.5021448,0.449161819,0.537178051
81,400,0.021756778,0.296296296,4.035597324,3.470167,0.405267246,0.490423114
82,400,0.019180652,0.296296296,4.031174183,3.4820929,0.428949812,0.514651909
83,400,0.029575506,0.296296296,3.944520235,3.4584124,0.46689827,0.542757656
84,400,0.028703492,0.296296296,4.002439976,3.4497557,0.417417282,0.506330003
85,400,0.029525675,0.296296296,3.986170053,3.4673257,0.413883499,0.515264543
86,400,0.03360225,0.296296296,3.934813499,3.4334478,0.464859402,0.547070283
87,400,0.031074315,0.296296296,3.968337536,3.4036703,0.441817435,0.528634052
88,400,0.027242057,0.296296296,4.022577286,3.4389715,0.336888409,0.460892159
89,400,0.026198758,0.296296296,3.927352428,3.4347315,0.443988836,0.549961337
90,400,0.02503376,0.296296296,3.927386999,3.4215884,0.438402263,0.535631778
91,400,0.024336232,0.296296296,3.960535526,3.4278538,0.43025836,0.521732214
92,400,0.032956075,0.296296296,3.862935066,3.4043298,0.45723051,0.566143744
93,400,0.028744482,0.296296296,3.831552982,3.406682,0.517180311,0.60383762
94,400,0.035431873,0.296296296,3.864248276,3.3463776,0.472562732,0.58391422
95,400,0.031756606,0.296296296,3.838366032,3.360897,0.516237927,0.604086118
96,400,0.030814964,0.296296296,3.808208942,3.3553066,0.522085635,0.592167352
97,400,0.02394296,0.296296296,3.836484671,3.366517,0.489116377,0.584306565
98,400,0.024102641,0.296296296,3.838568449,3.3714156,0.497755878,0.580836762
99,400,0.02271032,0.296296296,3.750803471,3.337635,0.54594015,0.623008171
100,400,0.03623801,0.296296296,3.728458166,3.306134,0.577626988,0.635103926
101,400,0.02891792,0.296296296,3.766041279,3.3127208,0.503541372,0.595892983
102,400,0.031516958,0.296296296,3.705182314,3.321435,0.539083276,0.635567622
103,400,0.01984461,0.296296296,3.767411947,3.3154655,0.517274535,0.599941965
104,400,0.021216214,0.296296296,3.737308025,3.298665,0.503376911,0.605093546
105,400,0.025119524,0.296296296,3.744465828,3.2870367,0.509439359,0.58318915
106,400,0.03668666,0.296296296,3.697565079,3.2966552,0.564567696,0.635769303
107,400,0.033116765,0.296296296,3.722856998,3.2700212,0.526860118,0.609708037
108,400,0.03073453,0.296296296,3.715507746,3.2851536,0.535173234,0.616497626
109,400,0.028011043,0.296296296,3.675451279,3.2812703,0.563957031,0.63670511
110,400,0.03281062,0.296296296,3.741134882,3.3114614,0.524118098,0.605959015
111,400,0.027230162,0.296296296,3.675664663,3.2506208,0.554587085,0.620755531
112,400,0.027092678,0.296296296,3.65284276,3.2317443,0.547592634,0.623690464
113,400,0.0276048,0.296296296,3.592338085,3.235815,0.608570727,0.686475113
114,400,0.038463652,0.296296296,3.657766819,3.1632347,0.508474144,0.581745268
115,400,0.027572406,0.296296296,3.65177846,3.2586977,0.561444474,0.623387554
116,400,0.031216204,0.296296296,3.696637154,3.2372084,0.512057552,0.598014646
117,400,0.03436929,0.296296296,3.645340681,3.2048774,0.478132057,0.566518798
118,400,0.031646542,0.296296296,3.666073084,3.1569428,0.473148047,0.561507889
119,400,0.028467849,0.296296296,3.692072392,3.2004876,0.444690739,0.530346786
120,400,0.043307602,0.197530864,3.657041788,3.1401105,0.439143977,0.5185332
121,400,0.026801372,0.197530864,3.682046652,3.1073244,0.409582231,0.488140706
122,400,0.0318362,0.197530864,3.632929325,3.1084168,0.45247001,0.542358055
123,400,0.019285206,0.197530864,3.639524698,3.1145573,0.453218204,0.513911916
124,400,0.016618732,0.197530864,3.640426874,3.1037397,0.499527027,0.564069262
125,400,0.01303711,0.197530864,3.571003437,3.165357,0.534251112,0.598243924
126,400,0.012841343,0.197530864,3.53806591,3.1404505,0.552001025,0.600500368
127,400,0.015192274,0.197530864,3.519834042,3.0413578,0.554967665,0.612726992
128,400,0.012050321,0.197530864,3.515762806,3.053519,0.559716708,0.611405008
129,400,0.013606457,0.197530864,3.451330185,3.019924,0.583033346,0.648909238
130,400,0.014173418,0.197530864,3.521868467,3.0358253,0.547815879,0.618199688
131,400,0.016364112,0.197530864,3.493504763,3.0568376,0.566544709,0.621057867
132,400,0.0173622,0.197530864,3.483841896,3.0397573,0.57608901,0.629872543
133,400,0.012867719,0.197530864,3.444064617,3.0195904,0.564365496,0.61593644
134,400,0.012304172,0.197530864,3.491338015,3.0163302,0.521537121,0.578228009
135,400,0.012939205,0.197530864,3.561061621,3.0254092,0.477400426,0.53253518
136,400,0.012294894,0.197530864,3.427264452,2.9952774,0.552433085,0.613299526
137,400,0.016124409,0.197530864,3.509120226,2.9865384,0.46035851,0.534464535
138,400,0.018965764,0.197530864,3.414172173,2.9130287,0.517565576,0.578338525
139,400,0.015433656,0.197530864,3.486302376,2.9557347,0.490610979,0.533737016
140,400,0.017574241,0.197530864,3.467140198,2.989539,0.478747148,0.550906063
141,400,0.011406342,0.197530864,3.453787804,2.9619946,0.506733486,0.568424549
142,400,0.014677513,0.197530864,3.470981598,2.8826318,0.455708823,0.510370561
143,400,0.017734163,0.197530864,3.476764441,2.9142804,0.427260357,0.516631853
144,400,0.016319089,0.197530864,3.428966045,2.925309,0.489223054,0.552730345
145,400,0.017079063,0.197530864,3.477618217,2.9582717,0.431645105,0.497481475
146,400,0.010729281,0.197530864,3.475113392,2.9596462,0.460894322,0.533845736
147,400,0.016954843,0.197530864,3.43318367,2.8916218,0.487917192,0.541177734
148,400,0.011503607,0.197530864,3.381780624,2.9011059,0.506703029,0.574728913
149,400,0.011685533,0.197530864,3.429571152,2.9238794,0.466577597,0.530630617
150,400,0.014812003,0.197530864,3.493942261,2.9366221,0.435556907,0.481338086
151,400,0.013113527,0.197530864,3.450832605,2.8620005,0.461236942,0.533195995
152,400,0.012356862,0.197530864,3.402318954,2.8566706,0.482842789,0.542618171
153,400,0.010841079,0.197530864,3.454580784,2.8887572,0.471834518,0.540533054
154,400,0.012588508,0.197530864,3.400820494,2.8863351,0.474604771,0.537785185
155,400,0.020548549,0.197530864,3.336771727,2.8672552,0.441699999,0.516069585
156,400,0.011293242,0.197530864,3.397549391,2.8579323,0.457422005,0.532039504
157,400,0.019586224,0.197530864,3.40383482,2.8322346,0.464487338,0.539819462
158,400,0.015613063,0.197530864,3.461530924,2.8926444,0.418033173,0.483367398
159,400,0.013056943,0.197530864,3.388409615,2.8891056,0.483987168,0.555456648
160,400,0.015706725,0.197530864,3.403060436,2.926327,0.505462279,0.571022906
161,400,0.017096244,0.197530864,3.382714272,2.9077566,0.511515986,0.575626567
162,400,0.01426001,0.197530864,3.374977827,2.8433936,0.486368826,0.545472756
163,400,0.020077733,0.197530864,3.366549492,2.8857312,0.488643209,0.562062966
164,400,0.02434846,0.197530864,3.394264221,2.8852782,0.468962823,0.544109085
165,400,0.023621814,0.197530864,3.372857094,2.839746,0.443995279,0.532121145
166,400,0.01706504,0.197530864,3.378815651,2.8532329,0.457093808,0.538942664
167,400,0.014801144,0.197530864,3.47202754,2.868493,0.396557751,0.470375433
168,400,0.013588021,0.197530864,3.438043118,2.8747883,0.39008105,0.471070762
169,400,0.014737273,0.197530864,3.461883068,2.887742,0.407944105,0.474285864
170,400,0.020826913,0.197530864,3.441571236,2.8456862,0.375648009,0.470278356
171,400,0.021071065,0.197530864,3.428519011,2.8397279,0.416616355,0.483009226
172,400,0.021454364,0.197530864,3.398269892,2.9192479,0.42662418,0.51115832
173,400,0.022609541,0.197530864,3.35466218,2.8126457,0.484580732,0.564543483
174,400,0.020331938,0.197530864,3.341418028,2.865061,0.485563552,0.567193806
175,400,0.015822917,0.197530864,3.361830711,2.8757372,0.506773066,0.580017549
176,400,0.011331094,0.197530864,3.355399847,2.8425245,0.505033199,0.582061186
177,400,0.011970254,0.197530864,3.279821396,2.8434796,0.525414896,0.593584895
178,400,0.014411906,0.197530864,3.425596952,2.9027839,0.456911166,0.528869461
179,400,0.010009034,0.197530864,3.360565186,2.8426633,0.469309492,0.55565061
180,400,0.006586065,0.296296296,3.396418095,2.8717165,0.454460432,0.530141451
181,400,0.026370414,0.296296296,3.349031448,2.8683848,0.470242497,0.562365577
182,400,0.038024165,0.296296296,3.407300234,2.9201813,0.43483884,0.529293282
183,400,0.028603615,0.296296296,3.432048798,2.896556,0.412534972,0.51191953
184,400,0.016044313,0.296296296,3.39465642,2.8780522,0.45174682,0.531191643
185,400,0.027410917,0.296296296,3.33697176,2.869248,0.473856246,0.568580156
186,400,0.03049818,0.296296296,3.35097909,2.8561249,0.461641571,0.553486819
187,400,0.028359413,0.296296296,3.383332968,2.8632836,0.407763406,0.508688713
188,400,0.01783624,0.296296296,3.446314812,2.892376,0.431743288,0.524437603
189,400,0.022114206,0.296296296,3.359098673,2.907135,0.474417314,0.560616321
190,400,0.02087668,0.296296296,3.453515768,2.8660502,0.394749766,0.482104551
191,400,0.021702388,0.296296296,3.41089344,2.8864174,0.45324687,0.536269482
192,400,0.015661232,0.296296296,3.385534763,2.8867702,0.483484058,0.561666488
193,400,0.016660701,0.296296296,3.34872818,2.8596396,0.46272682,0.565270877
194,400,0.021865802,0.296296296,3.384670973,2.8938994,0.445889968,0.54280708
195,400,0.017771397,0.296296296,3.389259577,2.9022985,0.450983195,0.541649161
196,400,0.022702241,0.296296296,3.362297773,2.862741,0.446162294,0.547827747
197,400,0.025720797,0.296296296,3.386608362,2.8517761,0.430235189,0.51619794
198,400,0.0271961,0.296296296,3.373074055,2.877069,0.466983981,0.550500257
199,400,0.03333252,0.296296296,3.368938446,2.8725164,0.490454143,0.564071558
200,400,0.02678543,0.296296296,3.348015547,2.870326,0.497137347,0.567718177
201,400,0.018115915,0.296296296,3.317395687,2.819059,0.481507923,0.577665614
202,400,0.033058826,0.296296296,3.327639818,2.8385673,0.48718537,0.576110314
203,400,0.029618833,0.296296296,3.367499113,2.8080642,0.445958297,0.544982722
204,400,0.024249468,0.296296296,3.357806444,2.886427,0.47587345,0.567342882
205,400,0.028022332,0.296296296,3.314393759,2.8655868,0.493737686,0.58712522
206,400,0.020965032,0.296296296,3.37668395,2.841548,0.474435076,0.548035095
207,400,0.016785346,0.296296296,3.399794817,2.892916,0.459119874,0.547453975
208,400,0.023357164,0.296296296,3.368155718,2.9104385,0.502975189,0.579425748
209,400,0.023439338,0.296296296,3.392134428,2.8953938,0.46591881,0.560647274
210,400,0.02311657,0.296296296,3.334711075,2.8635228,0.489038043,0.585039361
211,400,0.01682201,0.296296296,3.388097763,2.8521307,0.451429704,0.533471517
212,400,0.019804023,0.296296296,3.331683636,2.8335812,0.475910198,0.572206516
213,400,0.02166586,0.296296296,3.326671124,2.8781033,0.515891883,0.602068775
214,400,0.026737543,0.296296296,3.279151201,2.8487573,0.545146703,0.618336525
215,400,0.027881771,0.296296296,3.31614852,2.8014684,0.515608916,0.578672033
216,400,0.024368068,0.296296296,3.26376915,2.8584528,0.536541345,0.624555996
217,400,0.04242331,0.197530864,3.386854887,2.846822,0.467046184,0.559525452
218,400,0.033183757,0.197530864,3.338447332,2.8350425,0.504939206,0.556874806
219,400,0.01754937,0.197530864,3.319682121,2.8484397,0.505018735,0.580602545
220,400,0.018362578,0.197530864,3.374156952,2.8969855,0.4890026,0.540783075
221,400,0.016102804,0.197530864,3.359014988,2.8823295,0.48460987,0.548304475
222,400,0.019373635,0.197530864,3.332437992,2.8358593,0.507856578,0.574275008
223,400,0.018533925,0.197530864,3.308758497,2.8242042,0.521941956,0.579749222
224,400,0.013045101,0.197530864,3.419949532,2.869803,0.437755178,0.492037652
225,400,0.013915841,0.197530864,3.313519239,2.8886833,0.515888522,0.593408189
226,400,0.013630501,0.197530864,3.324766636,2.852824,0.501025026,0.556661308
227,400,0.011487482,0.197530864,3.360287905,2.8239713,0.469648154,0.543788515
228,400,0.016469352,0.197530864,3.425051451,2.8764973,0.443165168,0.521146752
229,400,0.013199471,0.197530864,3.427736759,2.9009147,0.444343026,0.522911709
230,400,0.014704552,0.197530864,3.381269217,2.8786445,0.448762065,0.520019487
231,400,0.01154017,0.197530864,3.41989994,2.8993425,0.473100832,0.542617772
232,400,0.018541325,0.197530864,3.389252901,2.9007983,0.459972567,0.53700849
233,400,0.013572934,0.197530864,3.419143915,2.9027214,0.478212518,0.544840787
234,400,0.020337012,0.197530864,3.301413536,2.8509617,0.490105325,0.585108196
235,400,0.019264907,0.197530864,3.366302013,2.8573992,0.46063419,0.555685654
236,400,0.016666643,0.197530864,3.363901138,2.8842597,0.478931542,0.558477164
237,400,0.01571237,0.197530864,3.337279081,2.8713925,0.50760193,0.579866477
238,400,0.01993908,0.197530864,3.328331947,2.8608475,0.517742528,0.594452237
239,400,0.017279118,0.197530864,3.336745739,2.8991585,0.510305326,0.583960877
240,400,0.016636416,0.197530864,3.294812918,2.892088,0.543305036,0.613114369
241,400,0.01566116,0.197530864,3.266749859,2.8409228,0.542382867,0.62146238
242,400,0.01412186,0.197530864,3.314205647,2.8362107,0.504826093,0.579913025
243,400,0.015491928,0.197530864,3.260491371,2.8478417,0.547251326,0.614549702
244,400,0.019527948,0.197530864,3.223048925,2.832323,0.601878594,0.653489363
245,400,0.016834024,0.197530864,3.246641159,2.8078825,0.552822917,0.608512247
246,400,0.0217528,0.197530864,3.230402946,2.815726,0.590685452,0.64274114
247,400,0.016527982,0.197530864,3.217632771,2.8236427,0.617953831,0.665351007
248,400,0.013299615,0.197530864,3.184164047,2.7971265,0.605720304,0.667213323
249,400,0.018497434,0.197530864,3.17689538,2.8006523,0.583618648,0.651508641
250,400,0.012206722,0.197530864,3.201069117,2.7896357,0.564609753,0.620104049
251,400,0.018019076,0.197530864,3.175625324,2.8142705,0.589451772,0.656499387
252,400,0.019920692,0.197530864,3.227368832,2.7969847,0.554401106,0.619521779
253,400,0.012079299,0.197530864,3.142933607,2.7759776,0.603359759,0.66802547
254,400,0.022419594,0.197530864,3.154671192,2.778665,0.565976149,0.646482377
255,400,0.012862404,0.197530864,3.172481537,2.7456145,0.576117588,0.633235218
256,400,0.017779656,0.197530864,3.217221498,2.7185826,0.523877485,0.575341215
257,400,0.017065797,0.197530864,3.177393198,2.6981318,0.530236502,0.596137571
258,400,0.018659027,0.197530864,3.149354935,2.742372,0.557869213,0.640518152
259,400,0.014984195,0.197530864,3.15760684,2.7476382,0.568095748,0.63518821
260,400,0.013591435,0.197530864,3.132144928,2.7221713,0.58562918,0.646838194
261,400,0.017424252,0.197530864,3.185423613,2.788121,0.536435749,0.611779463
262,400,0.018305363,0.197530864,3.231206656,2.742087,0.459278948,0.540247337
263,400,0.023207884,0.197530864,3.186287642,2.7202384,0.49889551,0.573096965
264,400,0.019079383,0.197530864,3.135897398,2.6865592,0.557531481,0.632269354
265,400,0.015672494,0.197530864,3.168634415,2.702176,0.525997475,0.596813706
266,400,0.0137995,0.197530864,3.129840374,2.7260356,0.539794196,0.610701018
267,400,0.018510237,0.197530864,3.146428108,2.6784253,0.48152767,0.567703772
268,400,0.021197895,0.197530864,3.140485287,2.7104244,0.537615858,0.606293247
269,400,0.018081464,0.197530864,3.173632145,2.6816332,0.509421846,0.575017266
270,400,0.018008815,0.197530864,3.099649191,2.6575708,0.520475821,0.597390808
271,400,0.016404862,0.197530864,3.087521791,2.671533,0.556232667,0.620008897
272,400,0.01691692,0.197530864,3.050297737,2.643367,0.572183911,0.618882822
273,400,0.020208612,0.197530864,3.09529829,2.6653867,0.579698087,0.632946617
274,400,0.021329274,0.197530864,3.05948019,2.6561809,0.563612451,0.626873227
275,400,0.01720838,0.197530864,3.088204861,2.6658096,0.603808144,0.651362925
276,400,0.0169965,0.197530864,3.023152351,2.624415,0.594153894,0.652518776
277,400,0.012520468,0.197530864,3.039009333,2.621697,0.593217697,0.649524065
278,400,0.015443362,0.197530864,3.044614553,2.6241317,0.588906312,0.641863302
279,400,0.011791647,0.197530864,2.966227293,2.6157513,0.621810439,0.670535331
280,400,0.014886554,0.197530864,3.002814054,2.611588,0.608615329,0.667098541
281,400,0.014061024,0.197530864,3.008048058,2.579988,0.576364778,0.632211344
282,400,0.019281909,0.197530864,2.998944283,2.603818,0.601509545,0.647263008
283,400,0.01779751,0.197530864,2.895345211,2.5603278,0.647140112,0.694752584
284,400,0.016371187,0.197530864,2.880798101,2.548862,0.640205613,0.702172786
285,400,0.017578568,0.197530864,2.972022772,2.5578322,0.599810958,0.634223081
286,400,0.011730537,0.197530864,2.916085243,2.5136218,0.603206769,0.658445372
287,400,0.013724513,0.197530864,2.924424171,2.5023913,0.631972585,0.686390782
288,400,0.017033681,0.197530864,2.931274176,2.5737646,0.589572592,0.662352547
289,400,0.023483172,0.197530864,2.879749298,2.5259862,0.641844878,0.702707082
290,400,0.024088014,0.197530864,2.959573984,2.5676641,0.605316859,0.659886579
291,400,0.022467297,0.197530864,2.955420971,2.5513272,0.547615299,0.620621978
292,400,0.018579938,0.197530864,3.006974936,2.5170536,0.507336319,0.570050593
293,400,0.02455086,0.197530864,2.932010651,2.5314643,0.562162787,0.640920972
294,400,0.024334596,0.197530864,2.969480276,2.5430107,0.548021122,0.594964485
295,400,0.019137863,0.197530864,2.878638029,2.497575,0.618129722,0.677418314
296,400,0.018430123,0.197530864,2.949806929,2.530472,0.58072714,0.637824909
297,400,0.019434042,0.197530864,2.925083876,2.519143,0.599955857,0.662570343
298,400,0.016587403,0.197530864,2.919851542,2.491085,0.54818563,0.613766265
299,400,0.010920104,0.197530864,2.932827234,2.466521,0.562681847,0.626331097
300,400,0.017922735,0.197530864,2.987075806,2.5043702,0.49535202,0.568434804
301,400,0.017931085,0.197530864,2.936831474,2.492721,0.508530745,0.582163887
302,400,0.013218839,0.197530864,2.944352627,2.4357953,0.470507366,0.540318151
303,400,0.019211758,0.197530864,2.97337079,2.4897501,0.512417833,0.571246327
304,400,0.01700855,0.197530864,2.939037085,2.513064,0.51915861,0.577996232
305,400,0.017507508,0.197530864,2.920288324,2.4184847,0.522766636,0.579734929
306,400,0.019549416,0.197530864,2.871075869,2.423054,0.540956307,0.607788362
307,400,0.016393986,0.197530864,2.868559837,2.412538,0.532305524,0.606387542
308,400,0.013114721,0.197530864,2.897487164,2.4100914,0.518472345,0.55960206
309,400,0.012504242,0.197530864,2.887212992,2.4354844,0.509377939,0.577710422
310,400,0.016635425,0.197530864,2.883769989,2.4260921,0.523548612,0.582748957
311,400,0.016981732,0.197530864,2.898768663,2.402988,0.523406278,0.566807041
312,400,0.012541836,0.197530864,2.890612841,2.3593254,0.493831657,0.54135731
313,400,0.013670476,0.197530864,2.88656354,2.3787951,0.505088759,0.55660458
314,400,0.01467466,0.197530864,2.807535887,2.3574734,0.50349618,0.56563996
315,400,0.01543867,0.197530864,2.772898674,2.3279412,0.559463315,0.602683681
316,400,0.01757774,0.197530864,2.860753775,2.3210497,0.473551977,0.527847125
317,400,0.01168876,0.197530864,2.814524174,2.3198993,0.499658188,0.548712282
318,400,0.01182647,0.197530864,2.847417831,2.301593,0.46404827,0.52156871
319,400,0.010600641,0.197530864,2.832870245,2.3323162,0.481795441,0.529120885
320,400,0.012706002,0.197530864,2.844507456,2.3392878,0.46126579,0.52608708
321,400,0.014614527,0.197530864,2.95476222,2.3249457,0.385617401,0.443220907
322,400,0.009905444,0.296296296,2.803816557,2.292423,0.46306498,0.517384961
323,400,0.01582629,0.296296296,2.746081829,2.2948415,0.472296171,0.572494741
324,400,0.02158418,0.296296296,2.793705702,2.2757258,0.459222708,0.521374549
325,400,0.022333102,0.296296296,2.843082905,2.3246002,0.454269574,0.513067568
326,400,0.02056247,0.296296296,2.766993284,2.2916446,0.528970994,0.583961204
327,400,0.0234061,0.296296296,2.83106184,2.342256,0.473190156,0.566779356
328,400,0.028898098,0.296296296,2.833772182,2.3141375,0.467161891,0.530447252
329,400,0.023682803,0.296296296,2.807132483,2.2863936,0.45605723,0.5554712
330,400,0.018642696,0.296296296,2.81092906,2.2853274,0.463930795,0.540234824
331,400,0.019095693,0.296296296,2.735767126,2.274323,0.554132803,0.624125404
332,400,0.019666882,0.296296296,2.668231964,2.2758858,0.55728121,0.640630756
333,400,0.020345084,0.296296296,2.772019863,2.3345919,0.509086577,0.579257711
334,400,0.021716636,0.296296296,2.702175379,2.2704115,0.557087162,0.630549672
335,400,0.027063107,0.296296296,2.706999302,2.300443,0.550124944,0.610429288
336,400,0.025540786,0.296296296,2.748099089,2.2518106,0.475014193,0.555740204
337,400,0.024577308,0.296296296,2.735569239,2.2769418,0.535788091,0.611125449
338,400,0.030598875,0.296296296,2.664156675,2.2675567,0.601626376,0.660310191
339,400,0.03137806,0.296296296,2.658009768,2.2446456,0.570342731,0.656716192
340,400,0.032388825,0.296296296,2.70855689,2.2662797,0.556931099,0.621534248
341,400,0.023151502,0.296296296,2.73651886,2.2917142,0.540657528,0.615209276
342,400,0.031934153,0.296296296,2.707766771,2.2523658,0.55020049,0.617738406
343,400,0.030704644,0.296296296,2.759781599,2.2605343,0.512287649,0.585889461
344,400,0.032537863,0.296296296,2.699580431,2.2743337,0.532435806,0.60806104
345,400,0.024400475,0.296296296,2.68404007,2.2483432,0.562170258,0.640457487
346,400,0.030371457,0.296296296,2.621195316,2.2379055,0.586020148,0.665793285
347,400,0.031163478,0.296296296,2.593378544,2.1987448,0.618557501,0.671175418
348,400,0.02537024,0.296296296,2.687687159,2.251106,0.557356846,0.625516565
349,400,0.020750996,0.296296296,2.564601183,2.2587526,0.651697863,0.715627695
350,400,0.02689504,0.296296296,2.677601576,2.24375,0.540980184,0.616339593
